sample_idx,glass_id,cooling_type,cooling_chunks,fatigue_cycles,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,mean_coord,energy_per_atom
0,0,fast,40,0,0,0,0.0000,1,1.12732,0.14961,14.70,-5.9912
1,0,fast,40,200,0,1,0.5000,1,1.12228,0.14173,14.59,-5.5573
2,0,fast,40,400,0,2,1.0000,1,1.12455,0.14551,14.65,-5.5427
3,1,fast,40,0,0,0,0.0000,1,1.12373,0.14601,14.57,-5.9931
4,1,fast,40,200,0,1,0.5000,1,1.12891,0.14871,14.85,-6.1364
5,1,fast,40,400,0,2,1.0000,1,1.12543,0.14436,14.73,-6.1804
6,2,fast,40,0,0,0,0.0000,1,1.13443,0.15850,14.96,-6.4714
7,2,fast,40,200,0,1,0.5000,1,1.13290,0.15686,14.91,-5.9000
8,2,fast,40,400,0,2,1.0000,1,1.12991,0.15361,14.80,-5.9095
9,3,fast,40,0,0,0,0.0000,1,1.12250,0.14458,14.52,-5.9526
10,3,fast,40,200,0,1,0.5000,1,1.13962,0.16512,15.10,-6.1441
11,3,fast,40,400,0,2,1.0000,1,1.13789,0.16390,15.02,-6.0819
12,4,fast,40,0,0,0,0.0000,1,1.12026,0.14157,14.45,-5.9982
13,4,fast,40,200,0,1,0.5000,1,1.14256,0.16821,15.19,-6.2379
14,4,fast,40,400,0,2,1.0000,1,1.14439,0.17027,15.25,-6.2262
15,5,fast,40,0,0,0,0.0000,1,1.12397,0.14632,14.58,-6.0722
16,5,fast,40,200,0,1,0.5000,1,1.14205,0.16702,15.20,-6.1633
17,5,fast,40,400,0,2,1.0000,1,1.14263,0.16753,15.23,-6.1624
18,6,fast,40,0,0,0,0.0000,1,1.12427,0.14601,14.59,-6.0447
19,6,fast,40,200,0,1,0.5000,1,1.12185,0.14212,14.55,-5.8947
20,6,fast,40,400,0,2,1.0000,1,1.12122,0.13987,14.55,-6.1969
21,7,fast,40,0,0,0,0.0000,1,1.12208,0.14683,14.46,-5.9691
22,7,fast,40,200,0,1,0.5000,1,1.13090,0.15598,14.79,-6.0911
23,7,fast,40,400,0,2,1.0000,1,1.12952,0.15373,14.77,-6.0904
24,8,fast,40,0,0,0,0.0000,1,1.12010,0.14275,14.41,-6.0357
25,8,fast,40,200,0,1,0.5000,1,1.12774,0.14919,14.76,-6.0994
26,8,fast,40,400,0,2,1.0000,1,1.12900,0.15011,14.82,-6.0638
27,9,fast,40,0,0,0,0.0000,1,1.12377,0.14439,14.61,-6.5038
28,9,fast,40,200,0,1,0.5000,1,1.12527,0.14469,14.71,-6.1740
29,9,fast,40,400,0,2,1.0000,1,1.12927,0.15001,14.83,-6.1466
30,10,fast,40,0,0,0,0.0000,1,1.12648,0.15017,14.63,-5.9217
31,10,fast,40,200,0,1,0.5000,1,1.12389,0.14336,14.65,-6.2217
32,10,fast,40,400,0,2,1.0000,1,1.12263,0.14155,14.60,-6.1599
33,11,fast,40,0,0,0,0.0000,1,1.12257,0.14553,14.50,-6.0006
34,11,fast,40,200,0,1,0.5000,1,1.14198,0.16760,15.20,-6.2007
35,11,fast,40,400,0,2,1.0000,1,1.14357,0.16916,15.27,-6.2040
36,12,fast,40,0,0,0,0.0000,1,1.12928,0.14945,14.85,-6.7497
37,12,fast,40,200,0,1,0.5000,1,1.12858,0.14847,14.83,-6.1332
38,12,fast,40,400,0,2,1.0000,1,1.12584,0.14518,14.73,-6.2418
39,13,fast,40,0,0,0,0.0000,1,1.12286,0.14611,14.51,-5.9784
40,13,fast,40,200,0,1,0.5000,1,1.12818,0.14873,14.79,-6.1579
41,13,fast,40,400,0,2,1.0000,1,1.13155,0.15360,14.89,-6.0840
42,14,fast,40,0,0,0,0.0000,1,1.12435,0.14779,14.56,-5.9624
43,14,fast,40,200,0,1,0.5000,1,1.14158,0.16711,15.19,-6.2038
44,14,fast,40,400,0,2,1.0000,1,1.14343,0.16853,15.27,-6.1510
45,15,fast,40,0,0,0,0.0000,1,1.11901,0.14027,14.41,-6.0110
46,15,fast,40,200,0,1,0.5000,1,1.12786,0.14871,14.77,-6.1332
47,15,fast,40,400,0,2,1.0000,1,1.13175,0.15291,14.92,-6.2280
48,16,fast,40,0,0,0,0.0000,1,1.12415,0.14710,14.55,-5.9530
49,16,fast,40,200,0,1,0.5000,1,1.13215,0.15605,14.84,-6.3282
50,16,fast,40,400,0,2,1.0000,1,1.13411,0.15708,14.94,-6.4024
51,17,fast,40,0,0,0,0.0000,1,1.12082,0.14340,14.45,-6.0478
52,17,fast,40,200,0,1,0.5000,1,1.12325,0.14681,14.52,-5.3544
53,17,fast,40,400,0,2,1.0000,1,1.14104,0.16661,15.14,-6.1703
54,18,fast,40,0,0,0,0.0000,1,1.12030,0.14005,14.48,-6.0790
55,18,fast,40,200,0,1,0.5000,1,1.13463,0.15835,14.98,-6.1925
56,18,fast,40,400,0,2,1.0000,1,1.13933,0.16456,15.12,-6.3193
57,19,fast,40,0,0,0,0.0000,1,1.12348,0.14735,14.52,-5.9693
58,19,fast,40,200,0,1,0.5000,1,1.13340,0.15609,14.95,-6.1155
59,19,fast,40,400,0,2,1.0000,1,1.13283,0.15573,14.92,-6.0326
60,20,fast,40,0,0,0,0.0000,1,1.11468,0.12910,14.37,-6.5911
61,20,fast,40,200,0,1,0.5000,1,1.12105,0.13968,14.55,-6.0892
62,20,fast,40,400,0,2,1.0000,1,1.11893,0.13711,14.49,-5.9860
63,21,fast,40,0,0,0,0.0000,1,1.12634,0.14871,14.66,-6.0573
64,21,fast,40,200,0,1,0.5000,1,1.12808,0.14838,14.80,-5.9310
65,21,fast,40,400,0,2,1.0000,1,1.12984,0.15108,14.84,-6.0489
66,22,fast,40,0,0,0,0.0000,1,1.11843,0.13912,14.40,-6.0925
67,22,fast,40,200,0,1,0.5000,1,1.14212,0.16846,15.17,-6.1845
68,22,fast,40,400,0,2,1.0000,1,1.13767,0.16374,15.01,-6.1582
69,23,fast,40,0,0,0,0.0000,1,1.12679,0.14998,14.66,-5.9882
70,23,fast,40,200,0,1,0.5000,1,1.12254,0.14638,14.50,-5.3345
71,23,fast,40,400,0,2,1.0000,1,1.12365,0.14308,14.63,-6.1814
72,24,fast,40,0,0,0,0.0000,1,1.12394,0.14646,14.58,-6.0123
73,24,fast,40,200,0,1,0.5000,1,1.12023,0.14165,14.48,-5.7074
74,24,fast,40,400,0,2,1.0000,1,1.11649,0.13612,14.38,-5.6606
75,25,fast,40,0,0,0,0.0000,1,1.10353,0.11251,14.04,-6.6019
76,25,fast,40,200,0,1,0.5000,1,1.12799,0.14781,14.80,-6.1755
77,25,fast,40,400,0,2,1.0000,1,1.12356,0.14265,14.64,-6.1860
78,26,fast,40,0,0,0,0.0000,1,1.11981,0.14198,14.42,-6.0329
79,26,fast,40,200,0,1,0.5000,1,1.12477,0.14578,14.66,-6.0461
80,26,fast,40,400,0,2,1.0000,1,1.12870,0.14960,14.83,-6.1069
81,27,fast,40,0,0,0,0.0000,1,1.12613,0.14807,14.68,-6.1622
82,27,fast,40,200,0,1,0.5000,1,1.14115,0.16559,15.17,-6.1937
83,27,fast,40,400,0,2,1.0000,1,1.13815,0.16212,15.06,-6.1861
84,28,fast,40,0,0,0,0.0000,1,1.11483,0.13344,14.30,-6.2027
85,28,fast,40,200,0,1,0.5000,1,1.12814,0.14895,14.81,-6.1147
86,28,fast,40,400,0,2,1.0000,1,1.12428,0.14388,14.66,-6.2116
87,29,fast,40,0,0,0,0.0000,1,1.12801,0.15093,14.70,-5.9251
88,29,fast,40,200,0,1,0.5000,1,1.14015,0.16629,15.15,-5.9725
89,29,fast,40,400,0,2,1.0000,1,1.14130,0.16827,15.15,-5.9469
90,30,fast,40,0,0,0,0.0000,1,1.11646,0.13269,14.42,-6.7162
91,30,fast,40,200,0,1,0.5000,1,1.12879,0.14910,14.83,-6.0281
92,30,fast,40,400,0,2,1.0000,1,1.13069,0.15119,14.90,-6.1027
93,31,fast,40,0,0,0,0.0000,1,1.12948,0.15345,14.73,-6.0493
94,31,fast,40,200,0,1,0.5000,1,1.13371,0.15917,14.89,-5.6617
95,31,fast,40,400,0,2,1.0000,1,1.13396,0.15853,14.92,-5.7303
96,32,fast,40,0,0,0,0.0000,1,1.12647,0.14949,14.66,-5.9604
97,32,fast,40,200,0,1,0.5000,1,1.13776,0.16152,15.05,-6.4472
98,32,fast,40,400,0,2,1.0000,1,1.13205,0.15578,14.84,-6.3103
99,33,fast,40,0,0,0,0.0000,1,1.12624,0.14865,14.66,-6.0591
100,33,fast,40,200,0,1,0.5000,1,1.13523,0.15907,14.96,-6.3989
101,33,fast,40,400,0,2,1.0000,1,1.13401,0.15769,14.92,-6.4273
102,34,fast,40,0,0,0,0.0000,1,1.12853,0.14848,14.83,-6.7353
103,34,fast,40,200,0,1,0.5000,1,1.12516,0.14467,14.70,-6.1948
104,34,fast,40,400,0,2,1.0000,1,1.12539,0.14508,14.70,-6.2788
105,35,fast,40,0,0,0,0.0000,1,1.12106,0.14341,14.45,-6.0075
106,35,fast,40,200,0,1,0.5000,1,1.12332,0.14704,14.54,-5.4592
107,35,fast,40,400,0,2,1.0000,1,1.11945,0.13715,14.52,-6.1148
108,36,fast,40,0,0,0,0.0000,1,1.10232,0.10879,14.02,-6.6337
109,36,fast,40,200,0,1,0.5000,1,1.12682,0.14666,14.76,-6.1587
110,36,fast,40,400,0,2,1.0000,1,1.12531,0.14424,14.72,-6.1995
111,37,fast,40,0,0,0,0.0000,1,1.12396,0.14536,14.59,-5.9891
112,37,fast,40,200,0,1,0.5000,1,1.12780,0.14752,14.80,-6.2117
113,37,fast,40,400,0,2,1.0000,1,1.12705,0.14713,14.77,-6.1544
114,38,fast,40,0,0,0,0.0000,1,1.12099,0.14307,14.47,-5.9971
115,38,fast,40,200,0,1,0.5000,1,1.12520,0.14489,14.70,-6.1916
116,38,fast,40,400,0,2,1.0000,1,1.12506,0.14377,14.71,-6.1714
117,39,fast,40,0,0,0,0.0000,1,1.11484,0.13176,14.34,-6.3162
118,39,fast,40,200,0,1,0.5000,1,1.12740,0.14763,14.80,-6.1339
119,39,fast,40,400,0,2,1.0000,1,1.13008,0.15090,14.88,-6.1319
120,40,fast,40,0,0,0,0.0000,1,1.10286,0.11021,14.03,-6.6231
121,40,fast,40,200,0,1,0.5000,1,1.12861,0.14951,14.82,-6.0161
122,40,fast,40,400,0,2,1.0000,1,1.12954,0.15022,14.85,-6.0944
123,41,fast,40,0,0,0,0.0000,1,1.12398,0.14632,14.56,-6.0079
124,41,fast,40,200,0,1,0.5000,1,1.13517,0.15840,14.97,-6.4595
125,41,fast,40,400,0,2,1.0000,1,1.13453,0.15860,14.93,-6.3329
126,42,fast,40,0,0,0,0.0000,1,1.13590,0.15645,15.12,-6.7363
127,42,fast,40,200,0,1,0.5000,1,1.12616,0.14645,14.73,-6.0691
128,42,fast,40,400,0,2,1.0000,1,1.12782,0.14872,14.78,-6.0826
129,43,fast,40,0,0,0,0.0000,1,1.12215,0.14466,14.50,-6.0097
