sample_idx,glass_id,cooling_type,cooling_chunks,fatigue_cycles,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,mean_coord,energy_per_atom
0,0,fast,40,0,0,0,0.0000,1,1.12732,0.14961,14.70,-5.9912
1,0,fast,40,200,0,1,0.5000,1,1.13527,0.15777,15.02,-6.3095
2,0,fast,40,400,0,2,1.0000,1,1.13027,0.15085,14.88,-6.1964
3,1,fast,40,0,0,0,0.0000,1,1.12373,0.14601,14.57,-5.9931
4,1,fast,40,200,0,1,0.5000,1,1.12887,0.14994,14.83,-6.1463
5,1,fast,40,400,0,2,1.0000,1,1.12844,0.14906,14.83,-6.2181
6,2,fast,40,0,0,0,0.0000,1,1.13443,0.15850,14.96,-6.4714
7,2,fast,40,200,0,1,0.5000,1,1.12506,0.14511,14.66,-6.3140
8,2,fast,40,400,0,2,1.0000,1,1.12522,0.14545,14.66,-6.3080
9,3,fast,40,0,0,0,0.0000,1,1.12250,0.14458,14.52,-5.9526
10,3,fast,40,200,0,1,0.5000,1,1.13399,0.15623,14.95,-6.0012
11,3,fast,40,400,0,2,1.0000,1,1.13495,0.15663,15.02,-5.9103
12,4,fast,40,0,0,0,0.0000,1,1.12026,0.14157,14.45,-5.9982
13,4,fast,40,200,0,1,0.5000,1,1.12434,0.14437,14.66,-6.1674
14,4,fast,40,400,0,2,1.0000,1,1.13859,0.16274,15.09,-6.2543
15,5,fast,40,0,0,0,0.0000,1,1.12397,0.14632,14.58,-6.0722
16,5,fast,40,200,0,1,0.5000,1,1.14337,0.16838,15.24,-6.2980
17,5,fast,40,400,0,2,1.0000,1,1.14351,0.16797,15.26,-6.2381
18,6,fast,40,0,0,0,0.0000,1,1.12427,0.14601,14.59,-6.0447
19,6,fast,40,200,0,1,0.5000,1,1.14181,0.16659,15.20,-6.3115
20,6,fast,40,400,0,2,1.0000,1,1.14127,0.16704,15.17,-6.3060
21,7,fast,40,0,0,0,0.0000,1,1.12208,0.14683,14.46,-5.9691
22,7,fast,40,200,0,1,0.5000,1,1.13268,0.15689,14.86,-6.0850
23,7,fast,40,400,0,2,1.0000,1,1.13056,0.15462,14.77,-6.1576
24,8,fast,40,0,0,0,0.0000,1,1.12010,0.14275,14.41,-6.0357
25,8,fast,40,200,0,1,0.5000,1,1.12164,0.14498,14.48,-5.4903
26,8,fast,40,400,0,2,1.0000,1,1.12171,0.14530,14.45,-5.4705
27,9,fast,40,0,0,0,0.0000,1,1.12377,0.14439,14.61,-6.5038
28,9,fast,40,200,0,1,0.5000,1,1.12493,0.14490,14.67,-6.2669
29,9,fast,40,400,0,2,1.0000,1,1.12765,0.14770,14.78,-6.1993
30,10,fast,40,0,0,0,0.0000,1,1.12648,0.15017,14.63,-5.9217
31,10,fast,40,200,0,1,0.5000,1,1.13647,0.16166,15.02,-6.1092
32,10,fast,40,400,0,2,1.0000,1,1.13886,0.16437,15.08,-6.1628
33,11,fast,40,0,0,0,0.0000,1,1.12257,0.14553,14.50,-6.0006
34,11,fast,40,200,0,1,0.5000,1,1.13353,0.15726,14.91,-5.9882
35,11,fast,40,400,0,2,1.0000,1,1.12979,0.15243,14.80,-6.0203
36,12,fast,40,0,0,0,0.0000,1,1.12928,0.14945,14.85,-6.7497
37,12,fast,40,200,0,1,0.5000,1,1.12580,0.14530,14.72,-6.1974
38,12,fast,40,400,0,2,1.0000,1,1.12290,0.14137,14.63,-6.3191
39,13,fast,40,0,0,0,0.0000,1,1.12286,0.14611,14.51,-5.9784
40,13,fast,40,200,0,1,0.5000,1,1.13066,0.15361,14.84,-6.1483
41,13,fast,40,400,0,2,1.0000,1,1.13229,0.15659,14.86,-6.1053
42,14,fast,40,0,0,0,0.0000,1,1.12435,0.14779,14.56,-5.9624
43,14,fast,40,200,0,1,0.5000,1,1.14333,0.16942,15.27,-6.2138
44,14,fast,40,400,0,2,1.0000,1,1.14597,0.17096,15.38,-6.2271
45,15,fast,40,0,0,0,0.0000,1,1.11901,0.14027,14.41,-6.0110
46,15,fast,40,200,0,1,0.5000,1,1.11968,0.14029,14.46,-5.6548
47,15,fast,40,400,0,2,1.0000,1,1.12365,0.14345,14.62,-6.2365
48,16,fast,40,0,0,0,0.0000,1,1.12415,0.14710,14.55,-5.9530
49,16,fast,40,200,0,1,0.5000,1,1.13684,0.16034,15.03,-6.3834
50,16,fast,40,400,0,2,1.0000,1,1.13408,0.15744,14.92,-6.4656
51,17,fast,40,0,0,0,0.0000,1,1.12082,0.14340,14.45,-6.0478
52,17,fast,40,200,0,1,0.5000,1,1.12437,0.14764,14.58,-5.3834
53,17,fast,40,400,0,2,1.0000,1,1.12576,0.14677,14.68,-5.7334
54,18,fast,40,0,0,0,0.0000,1,1.12030,0.14005,14.48,-6.0790
55,18,fast,40,200,0,1,0.5000,1,1.13413,0.15770,14.96,-6.2284
56,18,fast,40,400,0,2,1.0000,1,1.13758,0.16194,15.06,-6.3852
57,19,fast,40,0,0,0,0.0000,1,1.12348,0.14735,14.52,-5.9693
58,19,fast,40,200,0,1,0.5000,1,1.13424,0.15476,15.02,-6.1980
59,19,fast,40,400,0,2,1.0000,1,1.13220,0.15328,14.92,-6.1139
60,20,fast,40,0,0,0,0.0000,1,1.11468,0.12910,14.37,-6.5911
61,20,fast,40,200,0,1,0.5000,1,1.12183,0.14042,14.59,-6.1797
62,20,fast,40,400,0,2,1.0000,1,1.11766,0.13520,14.46,-6.0806
63,21,fast,40,0,0,0,0.0000,1,1.12634,0.14871,14.66,-6.0573
64,21,fast,40,200,0,1,0.5000,1,1.12469,0.14582,14.65,-6.0739
65,21,fast,40,400,0,2,1.0000,1,1.12884,0.15104,14.77,-6.2099
66,22,fast,40,0,0,0,0.0000,1,1.11843,0.13912,14.40,-6.0925
67,22,fast,40,200,0,1,0.5000,1,1.12282,0.14570,14.52,-5.6041
68,22,fast,40,400,0,2,1.0000,1,1.12280,0.14527,14.53,-5.5751
69,23,fast,40,0,0,0,0.0000,1,1.12679,0.14998,14.66,-5.9882
70,23,fast,40,200,0,1,0.5000,1,1.13055,0.15256,14.88,-6.1696
71,23,fast,40,400,0,2,1.0000,1,1.12646,0.14636,14.73,-6.1986
72,24,fast,40,0,0,0,0.0000,1,1.12394,0.14646,14.58,-6.0123
73,24,fast,40,200,0,1,0.5000,1,1.12787,0.14732,14.80,-6.2073
74,24,fast,40,400,0,2,1.0000,1,1.12680,0.14610,14.77,-6.1463
75,25,fast,40,0,0,0,0.0000,1,1.10353,0.11251,14.04,-6.6019
76,25,fast,40,200,0,1,0.5000,1,1.11662,0.13350,14.43,-6.1603
77,25,fast,40,400,0,2,1.0000,1,1.12379,0.14264,14.66,-6.2601
78,26,fast,40,0,0,0,0.0000,1,1.11981,0.14198,14.42,-6.0329
79,26,fast,40,200,0,1,0.5000,1,1.11888,0.13641,14.50,-6.1561
80,26,fast,40,400,0,2,1.0000,1,1.12912,0.14931,14.86,-6.1754
81,27,fast,40,0,0,0,0.0000,1,1.12613,0.14807,14.68,-6.1622
82,27,fast,40,200,0,1,0.5000,1,1.13240,0.15432,14.93,-6.1612
83,27,fast,40,400,0,2,1.0000,1,1.12398,0.14372,14.64,-6.1854
84,28,fast,40,0,0,0,0.0000,1,1.11483,0.13344,14.30,-6.2027
85,28,fast,40,200,0,1,0.5000,1,1.12682,0.14676,14.77,-6.1991
86,28,fast,40,400,0,2,1.0000,1,1.12823,0.14777,14.83,-6.2379
87,29,fast,40,0,0,0,0.0000,1,1.12801,0.15093,14.70,-5.9251
88,29,fast,40,200,0,1,0.5000,1,1.13927,0.16569,15.11,-6.0274
89,29,fast,40,400,0,2,1.0000,1,1.14188,0.16792,15.20,-6.1012
90,30,fast,40,0,0,0,0.0000,1,1.11646,0.13269,14.42,-6.7162
91,30,fast,40,200,0,1,0.5000,1,1.12382,0.14288,14.65,-6.1586
92,30,fast,40,400,0,2,1.0000,1,1.12282,0.14187,14.61,-6.2330
93,31,fast,40,0,0,0,0.0000,1,1.12948,0.15345,14.73,-6.0493
94,31,fast,40,200,0,1,0.5000,1,1.13296,0.15654,14.88,-6.3307
95,31,fast,40,400,0,2,1.0000,1,1.13361,0.15754,14.90,-6.4091
96,32,fast,40,0,0,0,0.0000,1,1.12647,0.14949,14.66,-5.9604
97,32,fast,40,200,0,1,0.5000,1,1.13675,0.15992,15.03,-6.4906
98,32,fast,40,400,0,2,1.0000,1,1.13401,0.15731,14.93,-6.4410
99,33,fast,40,0,0,0,0.0000,1,1.12624,0.14865,14.66,-6.0591
100,33,fast,40,200,0,1,0.5000,1,1.14213,0.16788,15.20,-6.3405
101,33,fast,40,400,0,2,1.0000,1,1.14495,0.17040,15.31,-6.3417
102,34,fast,40,0,0,0,0.0000,1,1.12853,0.14848,14.83,-6.7353
103,34,fast,40,200,0,1,0.5000,1,1.12448,0.14371,14.67,-6.2830
104,34,fast,40,400,0,2,1.0000,1,1.12673,0.14608,14.76,-6.3447
105,35,fast,40,0,0,0,0.0000,1,1.12106,0.14341,14.45,-6.0075
106,35,fast,40,200,0,1,0.5000,1,1.12105,0.14205,14.51,-5.5875
107,35,fast,40,400,0,2,1.0000,1,1.12644,0.14806,14.70,-5.8982
108,36,fast,40,0,0,0,0.0000,1,1.10232,0.10879,14.02,-6.6337
109,36,fast,40,200,0,1,0.5000,1,1.12753,0.14719,14.79,-6.2350
110,36,fast,40,400,0,2,1.0000,1,1.12725,0.14650,14.79,-6.2770
111,37,fast,40,0,0,0,0.0000,1,1.12396,0.14536,14.59,-5.9891
112,37,fast,40,200,0,1,0.5000,1,1.12806,0.14783,14.82,-6.2494
113,37,fast,40,400,0,2,1.0000,1,1.13107,0.15139,14.92,-6.2116
114,38,fast,40,0,0,0,0.0000,1,1.12099,0.14307,14.47,-5.9971
115,38,fast,40,200,0,1,0.5000,1,1.11734,0.13475,14.46,-5.8851
116,38,fast,40,400,0,2,1.0000,1,1.11458,0.13246,14.33,-5.8521
117,39,fast,40,0,0,0,0.0000,1,1.11484,0.13176,14.34,-6.3162
118,39,fast,40,200,0,1,0.5000,1,1.12681,0.14672,14.75,-6.3103
119,39,fast,40,400,0,2,1.0000,1,1.13016,0.14991,14.88,-6.2900
120,40,fast,40,0,0,0,0.0000,1,1.10286,0.11021,14.03,-6.6231
121,40,fast,40,200,0,1,0.5000,1,1.12699,0.14660,14.77,-6.2129
122,40,fast,40,400,0,2,1.0000,1,1.12575,0.14532,14.72,-6.2444
123,41,fast,40,0,0,0,0.0000,1,1.12398,0.14632,14.56,-6.0079
124,41,fast,40,200,0,1,0.5000,1,1.14132,0.16603,15.16,-6.1296
125,41,fast,40,400,0,2,1.0000,1,1.14089,0.16630,15.13,-6.0868
126,42,fast,40,0,0,0,0.0000,1,1.13590,0.15645,15.12,-6.7363
127,42,fast,40,200,0,1,0.5000,1,1.12818,0.14890,14.80,-6.1808
128,42,fast,40,400,0,2,1.0000,1,1.12499,0.14472,14.68,-6.2460
129,43,fast,40,0,0,0,0.0000,1,1.12215,0.14466,14.50,-6.0097
130,43,fast,40,200,0,1,0.5000,1,1.12901,0.14891,14.84,-6.2063
131,43,fast,40,400,0,2,1.0000,1,1.12407,0.14350,14.65,-6.2080
132,44,fast,40,0,0,0,0.0000,1,1.12725,0.14671,14.80,-6.6993
133,44,fast,40,200,0,1,0.5000,1,1.11977,0.13764,14.53,-6.1496
134,44,fast,40,400,0,2,1.0000,1,1.12707,0.14668,14.77,-6.2190
135,45,fast,40,0,0,0,0.0000,1,1.12334,0.14594,14.55,-5.9710
136,45,fast,40,200,0,1,0.5000,1,1.13031,0.15441,14.78,-6.2502
137,45,fast,40,400,0,2,1.0000,1,1.13528,0.15925,14.98,-6.1705
138,46,fast,40,0,0,0,0.0000,1,1.12402,0.14623,14.57,-6.1098
139,46,fast,40,200,0,1,0.5000,1,1.12436,0.14369,14.68,-6.2403
140,46,fast,40,400,0,2,1.0000,1,1.12719,0.14638,14.79,-6.2461
141,47,fast,40,0,0,0,0.0000,1,1.11197,0.12787,14.25,-6.4133
142,47,fast,40,200,0,1,0.5000,1,1.11495,0.13305,14.34,-5.8201
143,47,fast,40,400,0,2,1.0000,1,1.11161,0.12819,14.23,-5.8818
144,48,fast,40,0,0,0,0.0000,1,1.12446,0.14640,14.60,-6.0515
145,48,fast,40,200,0,1,0.5000,1,1.13274,0.15385,14.94,-6.1823
146,48,fast,40,400,0,2,1.0000,1,1.13137,0.15157,14.91,-6.1164
147,49,fast,40,0,0,0,0.0000,1,1.12594,0.14972,14.62,-6.0760
148,49,fast,40,200,0,1,0.5000,1,1.13536,0.16120,14.94,-6.0995
149,49,fast,40,400,0,2,1.0000,1,1.13949,0.16463,15.09,-6.0947
150,50,fast,40,0,0,0,0.0000,1,1.12273,0.14529,14.53,-6.0210
151,50,fast,40,200,0,1,0.5000,1,1.12740,0.14763,14.78,-6.2202
