sample_idx,glass_id,cooling_type,cooling_chunks,fatigue_cycles,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,mean_coord,energy_per_atom
0,0,fast,40,0,0,0,0.0000,1,1.12193,0.14348,14.50,-5.9992
1,0,fast,40,200,0,1,0.5000,1,1.13092,0.15235,14.88,-6.0458
2,0,fast,40,400,0,2,1.0000,1,1.12322,0.14415,14.59,-6.0551
3,1,fast,40,0,0,0,0.0000,1,1.12201,0.14409,14.52,-6.0414
4,1,fast,40,200,0,1,0.5000,1,1.12341,0.14299,14.62,-6.0568
5,1,fast,40,400,0,2,1.0000,1,1.12866,0.14877,14.83,-6.1295
6,2,fast,40,0,0,0,0.0000,1,1.12269,0.14584,14.51,-5.9571
7,2,fast,40,200,0,1,0.5000,1,1.12414,0.14536,14.62,-6.1380
8,2,fast,40,400,0,2,1.0000,1,1.12609,0.14736,14.69,-6.1429
9,3,fast,40,0,0,0,0.0000,1,1.12498,0.14711,14.60,-5.9659
10,3,fast,40,200,0,1,0.5000,1,1.13705,0.16381,15.01,-6.0289
11,3,fast,40,400,0,2,1.0000,1,1.13796,0.16391,15.08,-5.8771
12,4,fast,40,0,0,0,0.0000,1,1.12269,0.14451,14.54,-6.0823
13,4,fast,40,200,0,1,0.5000,1,1.12162,0.14027,14.57,-6.1909
14,4,fast,40,400,0,2,1.0000,1,1.12246,0.14159,14.59,-6.1539
15,5,fast,40,0,0,0,0.0000,1,1.12193,0.14462,14.49,-5.9401
16,5,fast,40,200,0,1,0.5000,1,1.12873,0.14998,14.79,-5.8243
17,5,fast,40,400,0,2,1.0000,1,1.14406,0.16916,15.29,-6.1346
18,6,fast,40,0,0,0,0.0000,1,1.12830,0.14751,14.84,-6.7230
19,6,fast,40,200,0,1,0.5000,1,1.12913,0.14922,14.84,-6.0419
20,6,fast,40,400,0,2,1.0000,1,1.12984,0.14979,14.88,-6.1207
21,7,fast,40,0,0,0,0.0000,1,1.12571,0.14667,14.66,-6.1808
22,7,fast,40,200,0,1,0.5000,1,1.13259,0.15600,14.88,-6.3362
23,7,fast,40,400,0,2,1.0000,1,1.13497,0.15883,14.95,-6.2497
24,8,fast,40,0,0,0,0.0000,1,1.12452,0.14759,14.59,-5.9721
25,8,fast,40,200,0,1,0.5000,1,1.13117,0.15540,14.83,-6.2244
26,8,fast,40,400,0,2,1.0000,1,1.13534,0.15926,15.00,-6.1994
27,9,fast,40,0,0,0,0.0000,1,1.13240,0.15654,14.85,-6.8907
28,9,fast,40,200,0,1,0.5000,1,1.13435,0.15869,14.91,-6.3965
29,9,fast,40,400,0,2,1.0000,1,1.13669,0.15973,15.04,-6.3042
30,10,fast,40,0,0,0,0.0000,1,1.12383,0.14644,14.56,-6.0334
31,10,fast,40,200,0,1,0.5000,1,1.13018,0.15162,14.84,-6.1495
32,10,fast,40,400,0,2,1.0000,1,1.12807,0.15024,14.74,-6.1278
33,11,fast,40,0,0,0,0.0000,1,1.12723,0.15110,14.68,-5.9725
34,11,fast,40,200,0,1,0.5000,1,1.12725,0.14690,14.78,-6.0762
35,11,fast,40,400,0,2,1.0000,1,1.12338,0.14183,14.66,-6.1654
36,12,fast,40,0,0,0,0.0000,1,1.12409,0.14635,14.59,-6.0419
37,12,fast,40,200,0,1,0.5000,1,1.13293,0.15469,14.98,-6.0340
38,12,fast,40,400,0,2,1.0000,1,1.12817,0.14811,14.82,-6.1338
39,13,fast,40,0,0,0,0.0000,1,1.12228,0.14536,14.49,-6.0239
40,13,fast,40,200,0,1,0.5000,1,1.13249,0.15546,14.91,-6.0676
41,13,fast,40,400,0,2,1.0000,1,1.12812,0.15156,14.73,-5.9666
42,14,fast,40,0,0,0,0.0000,1,1.11681,0.13647,14.36,-6.1552
43,14,fast,40,200,0,1,0.5000,1,1.11460,0.13239,14.35,-5.6491
44,14,fast,40,400,0,2,1.0000,1,1.11436,0.13131,14.35,-5.6872
45,15,fast,40,0,0,0,0.0000,1,1.12373,0.14508,14.59,-6.0048
46,15,fast,40,200,0,1,0.5000,1,1.12711,0.14692,14.78,-6.0137
47,15,fast,40,400,0,2,1.0000,1,1.12652,0.14634,14.74,-6.2014
48,16,fast,40,0,0,0,0.0000,1,1.13457,0.15570,15.05,-6.7141
49,16,fast,40,200,0,1,0.5000,1,1.12458,0.14484,14.66,-6.0690
