sample_idx,glass_id,cooling_type,cooling_chunks,fatigue_cycles,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,mean_coord,energy_per_atom
0,0,fast,40,0,0,0,0.0000,1,1.12193,0.14348,14.50,-5.9992
1,0,fast,40,200,0,1,0.5000,1,1.12966,0.15047,14.84,-6.1181
2,0,fast,40,400,0,2,1.0000,1,1.12971,0.14958,14.88,-6.1671
3,1,fast,40,0,0,0,0.0000,1,1.12201,0.14409,14.52,-6.0414
4,1,fast,40,200,0,1,0.5000,1,1.12918,0.14873,14.86,-6.1446
5,1,fast,40,400,0,2,1.0000,1,1.13245,0.15271,14.97,-6.2133
6,2,fast,40,0,0,0,0.0000,1,1.12269,0.14584,14.51,-5.9571
7,2,fast,40,200,0,1,0.5000,1,1.12309,0.14173,14.62,-6.2725
8,2,fast,40,400,0,2,1.0000,1,1.12713,0.14593,14.80,-6.2324
9,3,fast,40,0,0,0,0.0000,1,1.12498,0.14711,14.60,-5.9659
10,3,fast,40,200,0,1,0.5000,1,1.12489,0.14726,14.61,-5.6065
11,3,fast,40,400,0,2,1.0000,1,1.13589,0.16093,14.98,-5.9631
12,4,fast,40,0,0,0,0.0000,1,1.12269,0.14451,14.54,-6.0823
13,4,fast,40,200,0,1,0.5000,1,1.12349,0.14376,14.61,-6.2013
14,4,fast,40,400,0,2,1.0000,1,1.12624,0.14615,14.73,-6.1820
15,5,fast,40,0,0,0,0.0000,1,1.12193,0.14462,14.49,-5.9401
16,5,fast,40,200,0,1,0.5000,1,1.12746,0.14801,14.76,-6.1816
17,5,fast,40,400,0,2,1.0000,1,1.12549,0.14493,14.71,-6.0994
18,6,fast,40,0,0,0,0.0000,1,1.12830,0.14751,14.84,-6.7230
19,6,fast,40,200,0,1,0.5000,1,1.13027,0.15078,14.89,-6.1463
20,6,fast,40,400,0,2,1.0000,1,1.13313,0.15358,15.00,-6.1837
21,7,fast,40,0,0,0,0.0000,1,1.12571,0.14667,14.66,-6.1808
22,7,fast,40,200,0,1,0.5000,1,1.13069,0.15512,14.77,-6.0638
23,7,fast,40,400,0,2,1.0000,1,1.13552,0.15989,14.96,-6.0199
24,8,fast,40,0,0,0,0.0000,1,1.12452,0.14759,14.59,-5.9721
25,8,fast,40,200,0,1,0.5000,1,1.13649,0.15872,15.05,-6.1510
26,8,fast,40,400,0,2,1.0000,1,1.13547,0.15832,14.99,-6.0660
27,9,fast,40,0,0,0,0.0000,1,1.13240,0.15654,14.85,-6.8907
28,9,fast,40,200,0,1,0.5000,1,1.13351,0.15725,14.90,-6.4361
29,9,fast,40,400,0,2,1.0000,1,1.13373,0.15747,14.91,-6.3879
30,10,fast,40,0,0,0,0.0000,1,1.12383,0.14644,14.56,-6.0334
31,10,fast,40,200,0,1,0.5000,1,1.12755,0.14694,14.80,-6.2537
32,10,fast,40,400,0,2,1.0000,1,1.13111,0.15118,14.93,-6.1658
33,11,fast,40,0,0,0,0.0000,1,1.12723,0.15110,14.68,-5.9725
