sample_idx,glass_id,cooling_type,cooling_chunks,fatigue_cycles,label_cooling,label_fatigue,label_fatigue_cont,sample_passed,mean_bond,std_bond,mean_coord,energy_per_atom
0,0,fast,40,0,0,0,0.0000,1,1.12193,0.14348,14.50,-5.9992
1,0,fast,40,200,0,1,0.5000,1,1.14131,0.16618,15.17,-6.2520
2,0,fast,40,400,0,2,1.0000,1,1.13971,0.16560,15.10,-6.2420
3,1,fast,40,0,0,0,0.0000,1,1.12201,0.14409,14.52,-6.0414
4,1,fast,40,200,0,1,0.5000,1,1.13130,0.15172,14.92,-6.2260
5,1,fast,40,400,0,2,1.0000,1,1.13005,0.14981,14.89,-6.3083
6,2,fast,40,0,0,0,0.0000,1,1.12269,0.14584,14.51,-5.9571
7,2,fast,40,200,0,1,0.5000,1,1.12143,0.14137,14.53,-6.3133
8,2,fast,40,400,0,2,1.0000,1,1.12374,0.14379,14.62,-6.2708
9,3,fast,40,0,0,0,0.0000,1,1.12498,0.14711,14.60,-5.9659
10,3,fast,40,200,0,1,0.5000,1,1.13952,0.16706,15.07,-6.0524
11,3,fast,40,400,0,2,1.0000,1,1.14088,0.16759,15.14,-5.9815
12,4,fast,40,0,0,0,0.0000,1,1.12269,0.14451,14.54,-6.0823
13,4,fast,40,200,0,1,0.5000,1,1.12222,0.14231,14.57,-6.2779
14,4,fast,40,400,0,2,1.0000,1,1.12007,0.13941,14.50,-6.1957
15,5,fast,40,0,0,0,0.0000,1,1.12193,0.14462,14.49,-5.9401
16,5,fast,40,200,0,1,0.5000,1,1.13612,0.15966,15.02,-6.4525
17,5,fast,40,400,0,2,1.0000,1,1.13563,0.15944,15.00,-6.4060
18,6,fast,40,0,0,0,0.0000,1,1.12830,0.14751,14.84,-6.7230
19,6,fast,40,200,0,1,0.5000,1,1.13032,0.15082,14.88,-6.2446
20,6,fast,40,400,0,2,1.0000,1,1.13223,0.15250,14.98,-6.2663
21,7,fast,40,0,0,0,0.0000,1,1.12571,0.14667,14.66,-6.1808
22,7,fast,40,200,0,1,0.5000,1,1.12500,0.14732,14.62,-5.6483
23,7,fast,40,400,0,2,1.0000,1,1.13603,0.15906,15.01,-6.4697
24,8,fast,40,0,0,0,0.0000,1,1.12452,0.14759,14.59,-5.9721
